country,year,attack_type,target_industry,financial_loss_million,affected_users,attack_source,vulnerability,defense_mechanism,resolution_time_hr,url,url_type,site_label
Russia,2018,SQL Injection,Education,1.25,351063,Nation-state,Weak Passwords,Firewall,56,youtube.com/watch?v=RpNPwtzcqfk,benign,good
China,2016,Phishing,IT,27.46,973388,Nation-state,Zero-day,AI-based Detection,63,rajivawijesinha.wordpress.com/2011/01/27/in-memoriam-v-navaratnam-tulf-mp-for-chavakachcheri/,benign,bad
UK,2015,Malware,IT,82.45,435994,Nation-state,Unpatched Software,Encryption,51,ebay.co.uk/itm/Rugby-World-Cup-FInal-Programme-2003-Union-England-Australia-Jonny-Wilkinson-UK-/300600485804,benign,bad
UK,2017,SQL Injection,IT,53.39,576110,Insider,Unpatched Software,Antivirus,37,westislandcollege.qc.ca/,benign,bad
Brazil,2021,Ransomware,Education,18.11,849791,Nation-state,Unpatched Software,VPN,53,arthistoryarchive.com/arthistory/canadian/Arthur-Lismer.html,benign,good
Brazil,2017,Man-in-the-Middle,IT,71.06,871891,Unknown,Social Engineering,Antivirus,52,http://www.estetango.com/component/mailto/index.html?tmpl=component&link=aHR0cDovL3d3dy5lc3RldGFuZ28uY29tL2V2ZW50aS1mZXJyYXJhL3ZlbnVlZXZlbnRzLzEwLWNlbnRyby1zb2NpYWxlLXFpbC1xdWFkcmlmb2dsaW9xLmh0bWw=,defacement,bad
Australia,2020,Man-in-the-Middle,Healthcare,56.14,401178,Hacker Group,Unpatched Software,Encryption,43,manta.com/c/mmjhpcq/hobart-corporation,benign,bad
USA,2016,Phishing,Education,86.3,702702,Hacker Group,Zero-day,Encryption,14,pipl.com/directory/people/Art/Lavigne,benign,good
Brazil,2019,Malware,Government,4.95,281096,Nation-state,Zero-day,AI-based Detection,2,planetgearsofwar.gamespy.com/,benign,good
Australia,2015,Phishing,Telecommunications,89.41,488342,Hacker Group,Unpatched Software,Firewall,23,names.whitepages.com/robert/layton,benign,good
France,2023,Phishing,Education,31.03,472386,Nation-state,Zero-day,Encryption,24,paypal.com.cgi-bin.webscr.cmd.login.sub.5885d80a13c0db1f8e263663d3faee8db02a037e26355cf7df7.thinkquotes.co.za/2538f3235d6a0c7993717e4ed8091487/login.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5,benign,bad
India,2020,Malware,Healthcare,7.08,875225,Unknown,Zero-day,Antivirus,31,last.fm/music/Willie+Dixon,benign,good
Australia,2022,Man-in-the-Middle,Healthcare,81.31,707365,Hacker Group,Zero-day,Antivirus,38,http://www.productiva.com.br/index.php?option=com_content&view=article&id=106:gerador-de-relatorios-web&catid=43&Itemid=155,defacement,good
Russia,2022,SQL Injection,Telecommunications,1.99,652682,Insider,Social Engineering,Encryption,46,lonelyplanet.com/ireland,benign,bad
Japan,2018,Ransomware,Government,44.98,951249,Hacker Group,Weak Passwords,VPN,25,rootsweb.ancestry.com/~okwashin/genealogy/applegate.html,benign,good
France,2017,Ransomware,IT,27.19,760590,Nation-state,Weak Passwords,Encryption,9,yellowbook.com/yellow-pages/?what=aldi+food&where=bay+area%2c+corpus+christi%2c+tx,benign,good
UK,2017,SQL Injection,Retail,47.99,914365,Insider,Weak Passwords,Firewall,52,en.wikipedia.org/wiki/Wikipedia:WikiProject_Ships/Articles_US,benign,good
France,2017,Man-in-the-Middle,Healthcare,34.43,927694,Insider,Social Engineering,VPN,43,ahsfhs.org/nfl/NFL2.asp?abc=K,benign,bad
France,2016,Phishing,IT,78.12,770227,Unknown,Zero-day,Antivirus,20,topics.syracuse.com/tag/Orange%20basketball/videos.html,benign,good
Russia,2020,SQL Injection,Telecommunications,35.02,377194,Unknown,Weak Passwords,Firewall,50,lowpricesdeals.info/aol.com/update.htm,benign,good
France,2022,DDoS,Education,31.51,452360,Nation-state,Zero-day,Antivirus,65,http://www.gyp360.cn/images/goods/pitiehua/pth-0001/pth-0001-2.jpg,malware,good
Japan,2017,DDoS,IT,31.5,951607,Unknown,Zero-day,AI-based Detection,58,infoplease.com/ipea/A0154977.html,benign,good
India,2018,SQL Injection,Education,12.44,599905,Nation-state,Social Engineering,VPN,13,facebook.com/pages/C%C3%A9gep-du-Vieux-Montreal/112062792153286,benign,good
India,2024,Phishing,Banking,23.32,879162,Unknown,Zero-day,VPN,38,iwise.com/igspO,benign,good
Brazil,2021,DDoS,IT,70.26,740257,Unknown,Weak Passwords,Encryption,70,articles.chicagotribune.com/2006-10-24/news/0610240070_1_bernard-chicago-visitation,benign,good
China,2022,Ransomware,Healthcare,71.36,712697,Insider,Unpatched Software,AI-based Detection,39,www.bjcurio.com/js/index.htm?us.battle.net/login/en/?ref=maxhncmus.battle.net/d3/en/index&amp;app=com-d3,benign,bad
China,2017,Man-in-the-Middle,Banking,62.39,855974,Unknown,Social Engineering,VPN,44,templebarbrighton.co.uk/,benign,bad
Russia,2023,SQL Injection,Education,0.98,623106,Nation-state,Weak Passwords,Firewall,43,http://37.49.230.103/snype.sparc,malware,good
Germany,2015,Man-in-the-Middle,Education,81.5,697275,Nation-state,Weak Passwords,Encryption,59,albert.pa.schoolwebpages.com/education/components/scrapbook/default.php?sectiondetailid=423,benign,good
USA,2022,Phishing,IT,59.7,382379,Nation-state,Unpatched Software,Firewall,2,imdb.com/title/tt1466572/,benign,good
China,2023,Phishing,Government,43.49,27694,Unknown,Weak Passwords,Encryption,30,rsfs.royalsocietypublishing.org/content/1/1/36.full.pdf+html,benign,bad
UK,2022,Ransomware,Government,31.94,485080,Insider,Weak Passwords,Antivirus,61,http://www.redcitysoul.co.uk/index.php/news/49-update/54-who-are-we.html,defacement,good
UK,2016,Malware,Telecommunications,3.76,678640,Insider,Zero-day,Encryption,44,loveforlife.com.au/content/10/02/26/heres-how-loans-scam-works-work-based-robert-menard-mary-croft-winston-shrout-irene,benign,bad
Japan,2023,Phishing,Healthcare,49.32,463704,Hacker Group,Weak Passwords,Firewall,14,allhighschools.com/school/sioux-city-east-high-school/999031734,benign,bad
Brazil,2022,Man-in-the-Middle,Healthcare,40.94,987320,Unknown,Zero-day,AI-based Detection,44,ovguide.com/the-man-from-london-9202a8c04000641f8000000000b9576a,benign,good
France,2021,Phishing,Retail,45.74,754278,Insider,Social Engineering,Firewall,46,metacritic.com/redirectcritic?a=tool&al=10000days,benign,good
India,2017,Man-in-the-Middle,IT,38.65,605895,Hacker Group,Weak Passwords,VPN,20,facebook.com/McGillUniversity,benign,bad
USA,2023,Malware,Banking,35.91,91974,Hacker Group,Zero-day,AI-based Detection,41,facebook.com/pages/American-Youth-Football/115517191828939,benign,good
UK,2019,Phishing,Retail,90.13,232359,Unknown,Social Engineering,Firewall,17,http://gazomer.com/gaza-schet/66-gazaschet-sgmn-1-g6,defacement,good
Germany,2017,Malware,Healthcare,49.09,397361,Hacker Group,Weak Passwords,Encryption,57,http://www.eendrachthummelo.nl/index.php?option=com_banners&task=click&bid=17,defacement,bad
Brazil,2016,DDoS,Education,96.98,140812,Nation-state,Unpatched Software,VPN,71,www.bannister.org/software/,phishing,bad
USA,2017,Ransomware,Government,89.9,828963,Unknown,Zero-day,Firewall,2,shopbydeals.com/inc/js/z/A0L/login.htm,benign,good
UK,2022,SQL Injection,IT,32.17,379954,Insider,Unpatched Software,Firewall,9,http://www.allaroundrental.com/index.php?option=com_virtuemart&page=shop.browse&category_id=31&Itemid=67,defacement,bad
Australia,2022,DDoS,Education,9.73,907708,Unknown,Unpatched Software,AI-based Detection,44,search.ancestry.com/search/db.aspx?dbid=1643,benign,good
Germany,2019,Man-in-the-Middle,Government,75.37,445254,Hacker Group,Unpatched Software,VPN,42,thebancaribe.org/aspx/CBNALogin_SSL.html,benign,bad
Australia,2019,Malware,Telecommunications,93.71,217863,Insider,Unpatched Software,VPN,31,rivals.yahoo.com/highschool/hockey/recruiting/player-Joel-Perrault-5323,benign,bad
Brazil,2020,DDoS,Education,26.57,384988,Insider,Zero-day,AI-based Detection,19,http://www.hhp.fi/index.php?option=com_rsgallery2&gid=6,defacement,good
India,2024,SQL Injection,Government,28.13,244429,Hacker Group,Zero-day,AI-based Detection,8,utc.iath.virginia.edu/uncletom/key/keyt.html,benign,good
Brazil,2023,Phishing,IT,23.01,195113,Unknown,Unpatched Software,Encryption,4,http://susanbroccoli.com/index.php?option=com_content&view=article&id=48:travel&catid=37:photogallery&Itemid=56,defacement,bad
Australia,2022,DDoS,Education,92.06,721334,Insider,Social Engineering,VPN,31,en.wikipedia.org/wiki/Category:2005_films,benign,good
Japan,2023,SQL Injection,Government,87.8,510002,Hacker Group,Social Engineering,Firewall,62,http://www.braysidepreschool.com.au/index.php/about.html,defacement,good
Brazil,2017,Phishing,Banking,9.25,437974,Hacker Group,Zero-day,Encryption,20,myspace.com/stereototal,benign,good
Australia,2019,Phishing,Banking,1.13,507976,Hacker Group,Zero-day,AI-based Detection,70,911tabs.com/tabs/e/europe/prisoners_in_paradise_tab.htm,benign,good
Germany,2024,Malware,Retail,71.2,989625,Unknown,Social Engineering,Firewall,53,facebook.com/lene.kraft,benign,good
India,2019,Phishing,Government,8.93,725325,Insider,Zero-day,Firewall,16,mlb.mlb.com/news/print.jsp?ymd=20110618&content_id=20684054&notebook_id=20684608,benign,good
India,2016,Man-in-the-Middle,Banking,15.28,995025,Unknown,Weak Passwords,AI-based Detection,52,http://askubuntu.com/questions/546739/after-upgrade-from-12-04-to-14-04-automount-cd-dvd-not-working-with-error,benign,good
Russia,2024,DDoS,Telecommunications,55.05,363906,Insider,Weak Passwords,Antivirus,31,https://drive.google.com/uc?export=download&id=1Ts5RkhrpBZRedy0uXigmbpy2gRwdOcpN,malware,good
Germany,2018,Ransomware,Government,89.36,184748,Unknown,Unpatched Software,Firewall,4,villakidsbuffetinfantil.com/Limit-id=65722/b94330d182c87952a333e421ef821c82/,benign,good
UK,2022,Malware,Telecommunications,38.76,361529,Nation-state,Social Engineering,Firewall,67,mississippirobotics.com,phishing,good
France,2020,Ransomware,Healthcare,3.27,178268,Nation-state,Unpatched Software,Antivirus,2,http://galiciainterior.com/component/misterestate/index.html?act=object&task=showEO&id=172&lang=,defacement,good
Germany,2024,Malware,Telecommunications,79.72,639779,Nation-state,Zero-day,Antivirus,6,miphotography.com.au/lc/wood_sculptors/2677/1,benign,bad
Japan,2023,SQL Injection,Banking,43.96,459922,Nation-state,Zero-day,Encryption,12,spokeo.com/Edward+Ward,benign,good
China,2021,SQL Injection,Healthcare,23.15,730762,Insider,Social Engineering,VPN,19,montrealgazette.com/news/CKAC+sports+legacy+skates+into+history+traffic+tops+charts/5448900/story.html,benign,good
Japan,2020,Phishing,Education,54.47,345334,Hacker Group,Weak Passwords,Antivirus,25,http://www.barric.co.uk/clients.htm,defacement,good
India,2018,DDoS,Education,1.71,63389,Insider,Unpatched Software,VPN,20,www.tntsites.com/flipthemes.html,phishing,good
Russia,2020,Ransomware,Telecommunications,76.61,791323,Insider,Unpatched Software,Encryption,40,http://thenextweb.com/media/2014/10/15/netflix-getting-10-seasons-friends-us-canada/gtm.js,benign,bad
USA,2022,Man-in-the-Middle,Education,83.61,30235,Insider,Weak Passwords,Encryption,47,au.shopping.com/immigration-records/products,benign,good
Australia,2021,Ransomware,Retail,61.46,860546,Unknown,Zero-day,AI-based Detection,22,http://www.bbs1wob.de/terminkalender/icalrepeat.detail/2013/02/05/38/-/OTUwZmQ3MmRkMmFhNDYzZTBjMzVjODZjMDZmNTZkNDM=.html,defacement,bad
India,2021,Malware,Telecommunications,82.66,586,Hacker Group,Zero-day,VPN,23,monelimmaires.com,phishing,bad
Germany,2022,Ransomware,Education,87.93,471889,Nation-state,Zero-day,Antivirus,4,daymix.com/Gino-Vannelli-Divorce/,benign,good
USA,2015,Man-in-the-Middle,Government,47.76,428556,Unknown,Weak Passwords,Antivirus,15,thecanadianencyclopedia.com/index.cfm?PgNm=TCE&Params=A1ARTA0001842,benign,good
USA,2017,DDoS,IT,74.12,403108,Hacker Group,Zero-day,VPN,64,skincare.beautyandwellbeingdirect.com/7816590964/843540354/,benign,good
USA,2023,Man-in-the-Middle,Retail,81.16,691638,Unknown,Zero-day,Antivirus,17,filhispanico.blogspot.com/2010/02/tagalog-filipino-language-that-is-being.html,benign,good
China,2016,Malware,Healthcare,85.15,454802,Insider,Unpatched Software,Antivirus,48,http://www.musimagen.com/index.php?option=com_content&view=article&id=34&Itemid=30,defacement,good
Brazil,2020,Ransomware,IT,56.59,679131,Hacker Group,Weak Passwords,AI-based Detection,55,maplemusic.com/artists/mou/disc.asp,benign,good
Russia,2019,DDoS,Healthcare,68.1,819663,Unknown,Zero-day,Encryption,5,stanthonydayton.org/?page_id=670,benign,bad
Brazil,2023,Man-in-the-Middle,Banking,20.15,376174,Unknown,Social Engineering,Firewall,43,tvguide.com/celebrities/colleen-dewhurst/145315,benign,good
Germany,2021,Phishing,Telecommunications,55.14,463525,Nation-state,Unpatched Software,AI-based Detection,59,http://pflegeheim-lausitz.de/index.php?option=com_phocadownload&view=category&id=2&Itemid=47,defacement,good
India,2023,Man-in-the-Middle,Retail,12.96,254903,Unknown,Social Engineering,Firewall,4,commondreams.org/headline/2010/09/03-1,benign,good
Russia,2023,DDoS,Telecommunications,57.25,115138,Unknown,Unpatched Software,Encryption,42,http://babal.net/books/view/265/%D8%A7%D9%84%D8%B1%D8%B3%D9%88%D9%84-%D8%A7%D9%84%D9%82%D8%A7%D8%A6%D8%AF,benign,good
Germany,2018,Man-in-the-Middle,Banking,89.87,15909,Nation-state,Zero-day,Antivirus,19,basketball.wikia.com/wiki/SEC_Men%27s_Basketball_Tournament,benign,good
China,2018,DDoS,IT,14.04,803086,Nation-state,Social Engineering,VPN,23,dev.hitaishini.com,phishing,good
Russia,2020,Ransomware,Telecommunications,48.68,459635,Insider,Unpatched Software,Antivirus,49,http://www.teknosima.it/index.php?option=com_contact&view=contact&catid=6:contatti&id=1-balloriani,defacement,good
USA,2017,Phishing,Retail,15.24,599197,Unknown,Zero-day,AI-based Detection,8,http://distractify.com/post/related/id/555120a94a0c4bb63284eae4/skip/40/limit/10/back/0,benign,good
China,2016,Malware,Government,91.69,885843,Insider,Unpatched Software,AI-based Detection,46,http://www.casescout.org/index.php?option=com_oziogallery2&view=05imagerotator&Itemid=19&tmpl=component,defacement,bad
France,2017,Man-in-the-Middle,Education,14.99,942088,Insider,Zero-day,AI-based Detection,46,http://ringring.vn/hoai-linh-viet-huong-phat-sot-vi-be-7-tuoi-choi-trong-dieu-luyen-116363.html,benign,good
India,2017,DDoS,IT,70.09,417831,Unknown,Unpatched Software,Encryption,36,freeones.com/html/c_links/Candy_Samples/,benign,good
China,2017,Phishing,Healthcare,70.4,651809,Unknown,Unpatched Software,Firewall,17,wc.rootsweb.ancestry.com/cgi-bin/igm.cgi?op=AHN&db=john_d_newport&id=I17233,benign,good
Germany,2019,Phishing,Education,10.04,679314,Nation-state,Unpatched Software,Antivirus,39,"'savageranch.com/portal/bnzonlineaccess/accountupdate/IBlogin2FA1,5599,,00.html'",benign,good
Russia,2023,SQL Injection,Telecommunications,79.71,358439,Insider,Unpatched Software,Antivirus,48,intelligentsoccer.com/?p=566,benign,good
Russia,2016,SQL Injection,Government,52.59,287446,Hacker Group,Unpatched Software,Encryption,56,mcshanegroup.com/james_ebbert.html,benign,bad
Japan,2022,DDoS,Healthcare,9.5,387457,Nation-state,Weak Passwords,VPN,61,finne.com/,benign,bad
France,2022,Malware,Education,70.46,427144,Unknown,Social Engineering,Firewall,42,gamefaqs.com/pc/188666-neverwinter-nights/faqs/25186,benign,bad
France,2018,Phishing,Healthcare,75.11,581303,Insider,Social Engineering,Encryption,51,tvseriesfinale.com/tv-show/hr-pufnstuf-sigmund-and-the-sea-monsters-head-to-the-big-screen/,benign,good
Russia,2021,Man-in-the-Middle,Healthcare,28.34,446741,Nation-state,Weak Passwords,Firewall,20,www.cis.syr.edu/~royer/icc/,phishing,bad
China,2020,SQL Injection,Healthcare,62.44,55719,Unknown,Unpatched Software,Firewall,71,http://uptowngirlsnoods.com/index.php?page=shop.browse&category_id=13&option=com_virtuemart&Itemid=64,defacement,good
Brazil,2019,Man-in-the-Middle,Banking,14.64,880671,Hacker Group,Social Engineering,Firewall,66,www.cs.unm.edu/~immsec/,phishing,bad
USA,2015,Ransomware,Government,13.92,366147,Hacker Group,Weak Passwords,VPN,38,travelingluck.com/Europe/Bosnia%20and%20Herzegovina/Republika%20Srpska/_3294916_Op%C5%A1tina%20%C5%A0amac.html,benign,good
China,2023,Man-in-the-Middle,Telecommunications,37.73,849834,Hacker Group,Zero-day,AI-based Detection,56,tools.ietf.org/html/rfc2682,phishing,good
USA,2021,Phishing,Education,6.01,176772,Insider,Unpatched Software,Firewall,6,breitbart.com/article.php?id=D9QMU2N00&show_article=1,benign,bad
Germany,2024,Man-in-the-Middle,Banking,53.51,680154,Nation-state,Zero-day,Firewall,2,www.phpdeveloper.org/tutorials,phishing,good
Japan,2018,Phishing,Education,34.06,344674,Unknown,Weak Passwords,Antivirus,19,secure.runescape.com.d.weblagon.loginforn.com/mod/?/&amp;=www&amp;ssl=0,benign,good
France,2017,Ransomware,IT,27.19,760590,Nation-state,Weak Passwords,Encryption,9,http://extratorrent.cc/torrent/4190925/%5BHorribleSubs%5D+Triage+X+-+06+%5B720p%5D.mkv.html,benign,good
France,2018,Phishing,Retail,99.78,860459,Hacker Group,Social Engineering,AI-based Detection,11,http://www.thegreenscene.info/tick-control,defacement,good
India,2021,DDoS,Education,95.95,62194,Nation-state,Zero-day,AI-based Detection,12,schmap.com/montreal/shopping_stores/,benign,bad
UK,2024,Phishing,Retail,89.31,376586,Unknown,Weak Passwords,AI-based Detection,51,http://emgn.com/entertainment/heart-warming-notes-sent-to-child-refugees-simple-things-can-make-a-massive-difference/,benign,bad
Australia,2015,SQL Injection,Retail,89.77,804658,Nation-state,Unpatched Software,AI-based Detection,23,http://www.goecklingerhausbraeu.de/bilder/category/3.html?start=9,defacement,good
Russia,2018,Phishing,Education,94.6,596801,Nation-state,Weak Passwords,Antivirus,70,http://www.werderfan-fahrten.de/index.php/fanfotos,defacement,bad
France,2017,DDoS,Retail,67.36,856228,Hacker Group,Zero-day,Encryption,47,acousticlive.com/acoustic_live/Listings.html,benign,good
UK,2016,Phishing,Education,29.49,466333,Hacker Group,Zero-day,Firewall,51,amirabolhasani.ir,phishing,bad
Russia,2020,Phishing,Education,34.41,928026,Unknown,Social Engineering,VPN,5,themediabrief.com/del/,benign,good
China,2016,Malware,Government,91.69,885843,Insider,Unpatched Software,AI-based Detection,46,http://www.nicolatessari.it/index.php/en/credits?tmpl=component&print=1&page=,defacement,good
Brazil,2018,DDoS,Telecommunications,69.83,587034,Hacker Group,Weak Passwords,AI-based Detection,35,icsahome.com/infoserv_profile/enroth_ronald.asp,benign,good
India,2016,Ransomware,Retail,9.53,89719,Unknown,Zero-day,Firewall,68,http://wxztjz.com/e/public/onclick?enews=donews&classid=76&id=114,malware,good
Germany,2020,Phishing,Healthcare,69.2,162807,Hacker Group,Unpatched Software,Encryption,4,http://steamcommunity.com/app/440/discussions/0/620713633843193068/%22http://store.steampowered.com/explore/%22,benign,bad
UK,2016,Ransomware,Telecommunications,11.83,365116,Hacker Group,Social Engineering,Encryption,66,bbc.co.uk/music/reviews/b8wx,benign,good
France,2023,Phishing,Education,31.03,472386,Nation-state,Zero-day,Encryption,24,espn.go.com/los-angeles/nfl/story/_/id/6851797/group-wants-put-los-angeles-back-rams,benign,good
Brazil,2020,Phishing,IT,94.02,581813,Unknown,Social Engineering,Encryption,20,bbaasports.org/baseball/photos.htm,benign,bad
